source_model,source_waveform_id,source_waveform_name,target_model,target_waveform_id,target_waveform_name,confidence,match_method,auto_apply,candidates,source_catalog,source_basis
MONTAGE M,3453,Agogo4 Click,MODX M,3453,Agogo4 Click,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3217,HipHop WB3 Mn,MODX M,3217,HipHop WB3 Mn,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3296,Conga3 Hi Mute,MODX M,3296,Conga3 Hi Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3375,Timbale1 Rim,MODX M,3375,Timbale1 Rim,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3454,Guiro1 Long,MODX M,3454,Guiro1 Long,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3218,House WB1 Mn,MODX M,3218,House WB1 Mn,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3297,Conga3 Lo Open,MODX M,3297,Conga3 Lo Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3376,Timbale1 Paila H,MODX M,3376,Timbale1 Paila H,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3455,Guiro1 Short,MODX M,3455,Guiro1 Short,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3219,House WB2 Mn,MODX M,3219,House WB2 Mn,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3298,Conga Fine 1 St,MODX M,3298,Conga Fine 1 St,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3377,Timbale1 Paila L,MODX M,3377,Timbale1 Paila L,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3456,Guiro1 Swp,MODX M,3456,Guiro1 Swp,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3220,House WB3 Mn,MODX M,3220,House WB3 Mn,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3299,Conga Fine 2 St,MODX M,3299,Conga Fine 2 St,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3378,Timbale2 Hi Sw,MODX M,3378,Timbale2 Hi Sw,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3457,Guiro2 Long,MODX M,3457,Guiro2 Long,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3221,Vibraslap1,MODX M,3221,Vibraslap1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3300,Conga FX,MODX M,3300,Conga FX,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3379,Timbale2 Hi 1,MODX M,3379,Timbale2 Hi 1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3458,HipHop Guiro Mn,MODX M,3458,HipHop Guiro Mn,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3222,Vibraslap2,MODX M,3222,Vibraslap2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3301,Khalg Conga1 Hi Sak1,MODX M,3301,Khalg Conga1 Hi Sak1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3380,Timbale2 Hi 2,MODX M,3380,Timbale2 Hi 2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3459,House Guiro Mn,MODX M,3459,House Guiro Mn,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3223,Vibraslap3,MODX M,3223,Vibraslap3,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3302,Khalg Conga1 Hi Sak2,MODX M,3302,Khalg Conga1 Hi Sak2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3381,Timbale2 Hi Rim,MODX M,3381,Timbale2 Hi Rim,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3460,MetalGuiro Short 1-2,MODX M,3460,MetalGuiro Short 1-2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3224,Triangle1 Sw,MODX M,3224,Triangle1 Sw,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3303,Khalg Conga1 Lo Dom1,MODX M,3303,Khalg Conga1 Lo Dom1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3382,Timbale2 Lo Sw,MODX M,3382,Timbale2 Lo Sw,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3461,MetalGuiro Short 1,MODX M,3461,MetalGuiro Short 1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3225,Triangle1 Open,MODX M,3225,Triangle1 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3304,Khalg Conga1 Lo Dom2,MODX M,3304,Khalg Conga1 Lo Dom2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3383,Timbale2 Lo 1,MODX M,3383,Timbale2 Lo 1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3462,MetalGuiro Short 2,MODX M,3462,MetalGuiro Short 2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3226,Triangle1 Mute,MODX M,3226,Triangle1 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3305,Khalg Conga1 Lo Sak1,MODX M,3305,Khalg Conga1 Lo Sak1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3384,Timbale2 Lo 2,MODX M,3384,Timbale2 Lo 2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3463,MetalGuiro Long,MODX M,3463,MetalGuiro Long,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3227,Triangle2 Open,MODX M,3227,Triangle2 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3306,Khalg Conga2 Hi Dom,MODX M,3306,Khalg Conga2 Hi Dom,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3385,Timbale2 Lo Rim,MODX M,3385,Timbale2 Lo Rim,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3464,Reco1,MODX M,3464,Reco1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3228,Triangle2 Mute,MODX M,3228,Triangle2 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3307,Khalg Conga2 Hi Sak,MODX M,3307,Khalg Conga2 Hi Sak,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3386,Timbale3 Lo,MODX M,3386,Timbale3 Lo,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3465,Reco2,MODX M,3465,Reco2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3229,Triangle3 Open,MODX M,3229,Triangle3 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3308,Quinto1 Open,MODX M,3308,Quinto1 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3387,Timbale3 Hi,MODX M,3387,Timbale3 Hi,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3466,Surdo1 Open,MODX M,3466,Surdo1 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3230,Triangle3 Mute,MODX M,3230,Triangle3 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3309,Quinto1 Slap,MODX M,3309,Quinto1 Slap,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3388,Timbale3 Lo Rim,MODX M,3388,Timbale3 Lo Rim,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3467,Surdo1 Mute,MODX M,3467,Surdo1 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3231,Hand Clap1 St,MODX M,3231,Hand Clap1 St,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3310,Quinto2 Open,MODX M,3310,Quinto2 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3389,Timbale3 Hi Rim,MODX M,3389,Timbale3 Hi Rim,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3468,Surdo2 Open,MODX M,3468,Surdo2 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3232,Hand Clap1 L,MODX M,3232,Hand Clap1 L,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3311,Quinto2 Heel,MODX M,3311,Quinto2 Heel,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3390,Timbale4 Lo,MODX M,3390,Timbale4 Lo,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3469,Surdo2 Mute,MODX M,3469,Surdo2 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3233,Hand Clap1 R,MODX M,3233,Hand Clap1 R,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3312,Tumba Open,MODX M,3312,Tumba Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3391,Tanak Dom1,MODX M,3391,Tanak Dom1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3470,Surdo3 Stop,MODX M,3470,Surdo3 Stop,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3234,Hand Clap2 Sw,MODX M,3234,Hand Clap2 Sw,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3313,Tumba Slap,MODX M,3313,Tumba Slap,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3392,Tanak Dom2,MODX M,3392,Tanak Dom2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3471,Surdo3 Open,MODX M,3471,Surdo3 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3235,Hand Clap2 Close,MODX M,3235,Hand Clap2 Close,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3314,Tumba Tip,MODX M,3314,Tumba Tip,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3393,Paila L,MODX M,3393,Paila L,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3472,Surdo3 Mute,MODX M,3472,Surdo3 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3236,Hand Clap2 Open,MODX M,3236,Hand Clap2 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3315,Tumba Heel,MODX M,3315,Tumba Heel,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3394,Paila H,MODX M,3394,Paila H,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3473,Surdo4 Stop,MODX M,3473,Surdo4 Stop,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3237,Hand Clap3 Sw,MODX M,3237,Hand Clap3 Sw,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3316,Cuica1 Lo,MODX M,3316,Cuica1 Lo,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3395,Ganza1 Accent,MODX M,3395,Ganza1 Accent,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3474,Surdo4 Open,MODX M,3474,Surdo4 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3238,Hand Clap4,MODX M,3238,Hand Clap4,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3317,Cuica1 Hi,MODX M,3317,Cuica1 Hi,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3396,Ganza1 Back,MODX M,3396,Ganza1 Back,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3475,Surdo4 Mute,MODX M,3475,Surdo4 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3239,Arabic Hand Clap,MODX M,3239,Arabic Hand Clap,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3318,Cuica2 Low,MODX M,3318,Cuica2 Low,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3397,Ganza1 Forward,MODX M,3397,Ganza1 Forward,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3476,Surdo5-1 Stop,MODX M,3476,Surdo5-1 Stop,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3477,Surdo5-1 Open,MODX M,3477,Surdo5-1 Open,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3556,Cajon3 Vari 54,MODX M,3556,Cajon3 Vari 54,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3635,Tabla2 Dom,MODX M,3635,Tabla2 Dom,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3714,Nakrazan GlisDn pp,MODX M,3714,Nakrazan GlisDn pp,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3478,Surdo5-1 Mute,MODX M,3478,Surdo5-1 Mute,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3557,Cajon3 Vari 55,MODX M,3557,Cajon3 Vari 55,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3636,Tabla2 Tak1,MODX M,3636,Tabla2 Tak1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3715,Nakrazan GlisDn p,MODX M,3715,Nakrazan GlisDn p,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3479,Surdo5-2 Sdstck,MODX M,3479,Surdo5-2 Sdstck,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3558,Cajon3 Vari 56,MODX M,3558,Cajon3 Vari 56,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3637,Tabla2 Tak2,MODX M,3637,Tabla2 Tak2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3716,Nakrazan Noise FX,MODX M,3716,Nakrazan Noise FX,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3480,Tntan1 Body,MODX M,3480,Tntan1 Body,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3559,Claves1,MODX M,3559,Claves1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3638,Tabla2 Tak3,MODX M,3638,Tabla2 Tak3,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3717,Nakrazan Roll1,MODX M,3717,Nakrazan Roll1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3481,Tntan1 Slap RH,MODX M,3481,Tntan1 Slap RH,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3560,Claves2,MODX M,3560,Claves2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3639,Tabla2 Tak4,MODX M,3639,Tabla2 Tak4,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3718,Nakrazan Roll2,MODX M,3718,Nakrazan Roll2,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3482,Tntan1 Thmb Open RH,MODX M,3482,Tntan1 Thmb Open RH,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3561,Claves3,MODX M,3561,Claves3,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3640,Tabla2 Sak,MODX M,3640,Tabla2 Sak,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3719,Merjaf Group1 Dom,MODX M,3719,Merjaf Group1 Dom,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3483,Tntan1 Open RH,MODX M,3483,Tntan1 Open RH,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3562,Whistle,MODX M,3562,Whistle,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
MONTAGE M,3641,Tabla2 Rak1,MODX M,3641,Tabla2 Rak1,EXACT_ID,same M-generation waveform ID and name,True,,MONTAGE M Data List (G0),"same current 7647-entry M-generation catalog as MODX M, cross-checked in Yamaha Data List"
