region,offset_dec,offset_hex,size,field,status,encoding,meaning,evidence,notes
PERFORMANCE_COMMON,2615,0x0A37,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2616,0x0A38,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2617,0x0A39,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2618,0x0A3A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2619,0x0A3B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2620,0x0A3C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2621,0x0A3D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2622,0x0A3E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2623,0x0A3F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2624,0x0A40,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2625,0x0A41,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2626,0x0A42,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2627,0x0A43,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2628,0x0A44,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2629,0x0A45,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2630,0x0A46,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2631,0x0A47,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2632,0x0A48,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2633,0x0A49,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2634,0x0A4A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2635,0x0A4B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2636,0x0A4C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2637,0x0A4D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2638,0x0A4E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2639,0x0A4F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2640,0x0A50,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2641,0x0A51,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2642,0x0A52,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2643,0x0A53,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2644,0x0A54,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2645,0x0A55,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2646,0x0A56,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2647,0x0A57,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2648,0x0A58,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2649,0x0A59,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2650,0x0A5A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2651,0x0A5B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2652,0x0A5C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2653,0x0A5D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2654,0x0A5E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2655,0x0A5F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2656,0x0A60,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2657,0x0A61,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2658,0x0A62,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2659,0x0A63,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2660,0x0A64,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2661,0x0A65,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2662,0x0A66,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2663,0x0A67,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2664,0x0A68,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2665,0x0A69,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2666,0x0A6A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2667,0x0A6B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2668,0x0A6C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2669,0x0A6D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2670,0x0A6E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2671,0x0A6F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2672,0x0A70,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2673,0x0A71,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2674,0x0A72,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2675,0x0A73,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2676,0x0A74,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2677,0x0A75,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2678,0x0A76,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2679,0x0A77,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2680,0x0A78,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2681,0x0A79,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2682,0x0A7A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2683,0x0A7B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2684,0x0A7C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2685,0x0A7D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2686,0x0A7E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2687,0x0A7F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2688,0x0A80,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2689,0x0A81,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2690,0x0A82,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2691,0x0A83,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2692,0x0A84,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2693,0x0A85,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2694,0x0A86,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2695,0x0A87,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2696,0x0A88,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2697,0x0A89,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2698,0x0A8A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2699,0x0A8B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2700,0x0A8C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2701,0x0A8D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2702,0x0A8E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2703,0x0A8F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2704,0x0A90,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2705,0x0A91,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2706,0x0A92,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2707,0x0A93,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2708,0x0A94,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2709,0x0A95,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2710,0x0A96,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2711,0x0A97,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2712,0x0A98,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2713,0x0A99,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2714,0x0A9A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2715,0x0A9B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2716,0x0A9C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2717,0x0A9D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2718,0x0A9E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2719,0x0A9F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2720,0x0AA0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2721,0x0AA1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2722,0x0AA2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2723,0x0AA3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2724,0x0AA4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2725,0x0AA5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2726,0x0AA6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2727,0x0AA7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2728,0x0AA8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2729,0x0AA9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2730,0x0AAA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2731,0x0AAB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2732,0x0AAC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2733,0x0AAD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2734,0x0AAE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2735,0x0AAF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2736,0x0AB0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2737,0x0AB1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2738,0x0AB2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2739,0x0AB3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2740,0x0AB4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2741,0x0AB5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2742,0x0AB6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2743,0x0AB7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2744,0x0AB8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2745,0x0AB9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2746,0x0ABA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2747,0x0ABB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2748,0x0ABC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2749,0x0ABD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2750,0x0ABE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2751,0x0ABF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2752,0x0AC0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2753,0x0AC1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2754,0x0AC2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2755,0x0AC3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2756,0x0AC4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2757,0x0AC5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2758,0x0AC6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2759,0x0AC7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2760,0x0AC8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2761,0x0AC9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2762,0x0ACA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2763,0x0ACB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2764,0x0ACC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2765,0x0ACD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2766,0x0ACE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2767,0x0ACF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2768,0x0AD0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2769,0x0AD1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2770,0x0AD2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2771,0x0AD3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2772,0x0AD4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2773,0x0AD5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2774,0x0AD6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2775,0x0AD7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2776,0x0AD8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2777,0x0AD9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2778,0x0ADA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2779,0x0ADB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2780,0x0ADC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2781,0x0ADD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2782,0x0ADE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2783,0x0ADF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2784,0x0AE0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2785,0x0AE1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2786,0x0AE2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2787,0x0AE3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2788,0x0AE4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2789,0x0AE5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2790,0x0AE6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2791,0x0AE7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2792,0x0AE8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2793,0x0AE9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2794,0x0AEA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2795,0x0AEB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2796,0x0AEC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2797,0x0AED,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2798,0x0AEE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2799,0x0AEF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2800,0x0AF0,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2801,0x0AF1,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2802,0x0AF2,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2803,0x0AF3,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2804,0x0AF4,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2805,0x0AF5,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2806,0x0AF6,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2807,0x0AF7,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2808,0x0AF8,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2809,0x0AF9,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2810,0x0AFA,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2811,0x0AFB,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2812,0x0AFC,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2813,0x0AFD,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2814,0x0AFE,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2815,0x0AFF,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2816,0x0B00,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2817,0x0B01,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2818,0x0B02,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2819,0x0B03,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2820,0x0B04,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2821,0x0B05,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2822,0x0B06,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2823,0x0B07,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2824,0x0B08,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2825,0x0B09,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2826,0x0B0A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2827,0x0B0B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2828,0x0B0C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2829,0x0B0D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2830,0x0B0E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2831,0x0B0F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2832,0x0B10,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2833,0x0B11,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2834,0x0B12,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2835,0x0B13,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2836,0x0B14,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2837,0x0B15,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2838,0x0B16,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2839,0x0B17,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2840,0x0B18,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2841,0x0B19,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2842,0x0B1A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2843,0x0B1B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2844,0x0B1C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2845,0x0B1D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2846,0x0B1E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2847,0x0B1F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2848,0x0B20,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2849,0x0B21,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2850,0x0B22,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2851,0x0B23,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2852,0x0B24,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2853,0x0B25,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2854,0x0B26,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2855,0x0B27,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2856,0x0B28,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2857,0x0B29,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2858,0x0B2A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2859,0x0B2B,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2860,0x0B2C,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2861,0x0B2D,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2862,0x0B2E,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2863,0x0B2F,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2864,0x0B30,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2865,0x0B31,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2866,0x0B32,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2867,0x0B33,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2868,0x0B34,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2869,0x0B35,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2870,0x0B36,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2871,0x0B37,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2872,0x0B38,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2873,0x0B39,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
PERFORMANCE_COMMON,2874,0x0B3A,1,,UNKNOWN,,Information saknas / ännu ej förklarad,,
